iter,n,l,active_time,degree_sampling_time,coms_sampling_time,edges_gen_time,edges_correlation_time
2,1024,4,6.4849853515625e-5,0.004653215408325195,0.0021169185638427734,0.0021080970764160156,0.10262680053710938
3,1024,4,6.508827209472656e-5,0.0040149688720703125,0.0019359588623046875,0.0019419193267822266,0.09876298904418945
4,1024,4,6.794929504394531e-5,0.0034291744232177734,0.0019638538360595703,0.00304412841796875,0.09134793281555176
5,1024,4,6.008148193359375e-5,0.003437042236328125,0.0025920867919921875,0.0021598339080810547,0.0887000560760498
6,1024,4,6.794929504394531e-5,0.0033888816833496094,0.0022630691528320312,0.004602909088134766,0.09789109230041504
7,1024,4,6.604194641113281e-5,0.0035779476165771484,0.0020279884338378906,0.0021750926971435547,0.10217595100402832
8,1024,4,6.794929504394531e-5,0.00410008430480957,0.0017619132995605469,0.002008199691772461,0.09794497489929199
9,1024,4,6.389617919921875e-5,0.003515958786010742,0.0018551349639892578,0.0021140575408935547,0.09791803359985352
10,1024,4,6.222724914550781e-5,0.003429889678955078,0.0022640228271484375,0.0020868778228759766,0.09407210350036621
1,1024,5,7.295608520507812e-5,0.005073070526123047,0.0025751590728759766,0.002543926239013672,0.15779995918273926
2,1024,5,6.890296936035156e-5,0.004257917404174805,0.0031180381774902344,0.0025370121002197266,0.16281604766845703
3,1024,5,7.009506225585938e-5,0.004908084869384766,0.0021779537200927734,0.0027048587799072266,0.20735597610473633
4,1024,5,7.295608520507812e-5,0.004303932189941406,0.0026230812072753906,0.002605915069580078,0.158735990524292
5,1024,5,7.700920104980469e-5,0.00427699089050293,0.002544879913330078,0.002521038055419922,0.1548469066619873
6,1024,5,7.200241088867188e-5,0.004250049591064453,0.002680063247680664,0.002914905548095703,0.15688705444335938
7,1024,5,7.009506225585938e-5,0.005142927169799805,0.002791166305541992,0.0024318695068359375,0.16303014755249023
8,1024,5,7.009506225585938e-5,0.0043010711669921875,0.003641843795776367,0.0025091171264648438,0.15447783470153809
9,1024,5,7.009506225585938e-5,0.00444793701171875,0.0035190582275390625,0.0023810863494873047,0.15605497360229492
10,1024,5,7.200241088867188e-5,0.004866838455200195,0.0029189586639404297,0.0024521350860595703,0.15471196174621582
1,2048,2,5.793571472167969e-5,0.003331899642944336,0.0023040771484375,0.001873016357421875,0.06712102890014648
2,2048,2,6.794929504394531e-5,0.0033011436462402344,0.0022399425506591797,0.001986980438232422,0.06794190406799316
3,2048,2,6.198883056640625e-5,0.0033271312713623047,0.002774953842163086,0.0018019676208496094,0.06943011283874512
4,2048,2,6.198883056640625e-5,0.003573179244995117,0.0038428306579589844,0.002396106719970703,0.06854391098022461
5,2048,2,5.793571472167969e-5,0.004251003265380859,0.0022721290588378906,0.0017588138580322266,0.06514501571655273
6,2048,2,6.318092346191406e-5,0.0032758712768554688,0.0021200180053710938,0.0019960403442382812,0.06745505332946777
7,2048,2,5.91278076171875e-5,0.003265857696533203,0.0028829574584960938,0.0017571449279785156,0.058763980865478516
8,2048,2,6.29425048828125e-5,0.0033118724822998047,0.003473043441772461,0.001705169677734375,0.06445693969726562
9,2048,2,6.389617919921875e-5,0.003304004669189453,0.0020029544830322266,0.001608133316040039,0.07002592086791992
10,2048,2,6.103515625e-5,0.003239870071411133,0.0020110607147216797,0.001775979995727539,0.06920313835144043
1,2048,3,8.296966552734375e-5,0.004800081253051758,0.004637956619262695,0.0025119781494140625,0.13776111602783203
2,2048,3,7.510185241699219e-5,0.005780935287475586,0.0032880306243896484,0.0027310848236083984,0.1390838623046875
3,2048,3,7.605552673339844e-5,0.004996061325073242,0.004673004150390625,0.0025658607482910156,0.14276599884033203
4,2048,3,7.700920104980469e-5,0.004805088043212891,0.003773927688598633,0.002774953842163086,0.14264607429504395
5,2048,3,7.700920104980469e-5,0.004873037338256836,0.0030710697174072266,0.0027899742126464844,0.1402418613433838
6,2048,3,7.581710815429688e-5,0.004820108413696289,0.0050830841064453125,0.002727031707763672,0.19153690338134766
7,2048,3,8.893013000488281e-5,0.005046844482421875,0.007578134536743164,0.002429962158203125,0.12569808959960938
8,2048,3,7.891654968261719e-5,0.0050029754638671875,0.006479024887084961,0.0027370452880859375,0.13713908195495605
9,2048,3,7.891654968261719e-5,0.0047910213470458984,0.0033309459686279297,0.0036101341247558594,0.13709282875061035
10,2048,3,8.20159912109375e-5,0.004928112030029297,0.0033059120178222656,0.003793001174926758,0.14618706703186035
1,2048,4,9.512901306152344e-5,0.006651878356933594,0.004702091217041016,0.004303932189941406,0.25476598739624023
2,2048,4,9.799003601074219e-5,0.006346940994262695,0.005097866058349609,0.003589153289794922,0.25557684898376465
3,2048,4,9.799003601074219e-5,0.00760197639465332,0.0035400390625,0.0034601688385009766,0.2583777904510498
4,2048,4,9.489059448242188e-5,0.006803035736083984,0.005676984786987305,0.0036530494689941406,0.2533879280090332
5,2048,4,9.393692016601562e-5,0.006448030471801758,0.005528926849365234,0.00380706787109375,0.249769926071167
6,2048,4,9.584426879882812e-5,0.007580995559692383,0.004795074462890625,0.003381013870239258,0.2586369514465332
7,2048,4,9.894371032714844e-5,0.006609916687011719,0.005421161651611328,0.0032999515533447266,0.22596502304077148
8,2048,4,9.512901306152344e-5,0.006732940673828125,0.006620883941650391,0.0035910606384277344,0.2565579414367676
9,2048,4,9.918212890625e-5,0.006464958190917969,0.005311012268066406,0.00451207160949707,0.2432868480682373
10,2048,4,9.799003601074219e-5,0.006577014923095703,0.0051691532135009766,0.004323005676269531,0.2506380081176758
1,2048,5,0.00011706352233886719,0.00905299186706543,0.0061740875244140625,0.004612922668457031,0.3961920738220215
2,2048,5,0.00010800361633300781,0.00814199447631836,0.006757020950317383,0.005177974700927734,0.4587578773498535
3,2048,5,0.00011205673217773438,0.008536100387573242,0.006106853485107422,0.0045621395111083984,0.39802980422973633
4,2048,5,0.00010919570922851562,0.008759021759033203,0.006289958953857422,0.00456690788269043,0.40026092529296875
5,2048,5,0.00011610984802246094,0.009074926376342773,0.006028175354003906,0.004803895950317383,0.4255659580230713
6,2048,5,0.00011491775512695312,0.008521080017089844,0.00662994384765625,0.004435062408447266,0.40825700759887695
7,2048,5,0.00011396408081054688,0.008584976196289062,0.006154060363769531,0.00424504280090332,0.3816959857940674
8,2048,5,0.00010800361633300781,0.008507013320922852,0.006168842315673828,0.004601001739501953,0.4019780158996582
9,2048,5,0.00011396408081054688,0.008842945098876953,0.0069980621337890625,0.004416942596435547,0.3820211887359619
10,2048,5,0.00010800361633300781,0.008949995040893555,0.006114006042480469,0.005307912826538086,0.40468907356262207
1,4096,2,9.012222290039062e-5,0.006716012954711914,0.006627082824707031,0.004689931869506836,0.19036293029785156
2,4096,2,9.202957153320312e-5,0.006590843200683594,0.004928112030029297,0.005143880844116211,0.19832110404968262
3,4096,2,9.202957153320312e-5,0.006582975387573242,0.0053179264068603516,0.004916191101074219,0.2561678886413574
4,4096,2,9.298324584960938e-5,0.006409883499145508,0.009279012680053711,0.0037391185760498047,0.2202320098876953
5,4096,2,9.298324584960938e-5,0.008774995803833008,0.0038039684295654297,0.0035750865936279297,0.20218181610107422
6,4096,2,9.298324584960938e-5,0.007591962814331055,0.003873109817504883,0.004634857177734375,0.20402288436889648
7,4096,2,0.00011801719665527344,0.006745100021362305,0.004411935806274414,0.004251003265380859,0.19043612480163574
8,4096,2,9.202957153320312e-5,0.006466865539550781,0.0055201053619384766,0.003773927688598633,0.19554495811462402
9,4096,2,9.703636169433594e-5,0.006491899490356445,0.00722503662109375,0.0042531490325927734,0.19491887092590332
10,4096,2,9.393692016601562e-5,0.006404876708984375,0.006131172180175781,0.003860950469970703,0.18416786193847656
1,4096,3,0.0001308917999267578,0.011100053787231445,0.005652904510498047,0.00551295280456543,0.46500706672668457
2,4096,3,0.00013303756713867188,0.010013818740844727,0.006281137466430664,0.00570988655090332,0.42671918869018555
3,4096,3,0.00012803077697753906,0.01096796989440918,0.007669925689697266,0.005360126495361328,0.4349379539489746
4,4096,3,0.0001270771026611328,0.009927034378051758,0.007324934005737305,0.007205963134765625,0.41516900062561035
5,4096,3,0.0001289844512939453,0.010843038558959961,0.009098052978515625,0.006231784820556641,0.4239351749420166
6,4096,3,0.000125885009765625,0.009853124618530273,0.007382869720458984,0.005601167678833008,0.42064404487609863
7,4096,3,0.00012612342834472656,0.009996891021728516,0.009148120880126953,0.0058329105377197266,0.46294116973876953
8,4096,3,0.0001239776611328125,0.009718894958496094,0.007577180862426758,0.005823850631713867,0.4212980270385742
9,4096,3,0.00012302398681640625,0.009832143783569336,0.01028585433959961,0.007194042205810547,0.4226341247558594
10,4096,3,0.00012612342834472656,0.010948896408081055,0.0065381526947021484,0.00677180290222168,0.41796207427978516
1,4096,4,0.00015497207641601562,0.014343976974487305,0.012156009674072266,0.008828878402709961,0.7505321502685547
2,4096,4,0.0001609325408935547,0.014133930206298828,0.010840177536010742,0.00847482681274414,0.7560880184173584
3,4096,4,0.00015997886657714844,0.01297903060913086,0.010050058364868164,0.008120059967041016,0.8104548454284668
4,4096,4,0.00015807151794433594,0.0152130126953125,0.009269952774047852,0.008179903030395508,0.7574930191040039
5,4096,4,0.0001678466796875,0.014521121978759766,0.015332937240600586,0.009495019912719727,0.7556250095367432
6,4096,4,0.00015592575073242188,0.014955997467041016,0.010938882827758789,0.008617162704467773,0.7663228511810303
7,4096,4,0.00016999244689941406,0.013278007507324219,0.010821104049682617,0.008960962295532227,0.749993085861206
8,4096,4,0.00015807151794433594,0.014425992965698242,0.011745929718017578,0.008595943450927734,0.8005170822143555
9,4096,4,0.0001621246337890625,0.01606607437133789,0.008494853973388672,0.008034944534301758,0.7446260452270508
10,4096,4,0.00017118453979492188,0.014906883239746094,0.010400056838989258,0.009554862976074219,0.7541570663452148
1,4096,5,0.00019693374633789062,0.017106056213378906,0.015583038330078125,0.010550975799560547,1.193971872329712
2,4096,5,0.00018596649169921875,0.017590999603271484,0.011280059814453125,0.011978864669799805,1.2573950290679932
3,4096,5,0.00019288063049316406,0.01665496826171875,0.015318155288696289,0.010743856430053711,1.2070341110229492
4,4096,5,0.0001990795135498047,0.017770051956176758,0.019270896911621094,0.009799003601074219,1.2087891101837158
5,4096,5,0.00018787384033203125,0.01649618148803711,0.01739978790283203,0.011611223220825195,1.2391438484191895
6,4096,5,0.00018906593322753906,0.017721891403198242,0.01203012466430664,0.010757923126220703,1.2246220111846924
7,4096,5,0.00019097328186035156,0.017590045928955078,0.01289987564086914,0.010699987411499023,1.2174251079559326
8,4096,5,0.00019288063049316406,0.01767110824584961,0.012353897094726562,0.010478019714355469,1.2225351333618164
9,4096,5,0.0001919269561767578,0.017307043075561523,0.014703035354614258,0.010149955749511719,1.2408978939056396
10,4096,5,0.00020694732666015625,0.018706083297729492,0.014696121215820312,0.014082908630371094,1.195847988128662
1,8192,2,0.00015783309936523438,0.014703989028930664,0.009018182754516602,0.010587930679321289,0.5766499042510986
2,8192,2,0.0001590251922607422,0.014756917953491211,0.014867067337036133,0.011675834655761719,0.6058311462402344
3,8192,2,0.00015807151794433594,0.01367497444152832,0.010271072387695312,0.009814977645874023,0.5748200416564941
4,8192,2,0.0001590251922607422,0.014614105224609375,0.013916015625,0.01719379425048828,0.5914301872253418
5,8192,2,0.00015592575073242188,0.013859987258911133,0.020289897918701172,0.010999202728271484,0.6169278621673584
6,8192,2,0.00015807151794433594,0.013456106185913086,0.02189183235168457,0.01127314567565918,0.5829839706420898
7,8192,2,0.00015997886657714844,0.015595197677612305,0.00960993766784668,0.010102033615112305,0.6122469902038574
8,8192,2,0.0001659393310546875,0.014532089233398438,0.011553049087524414,0.009859085083007812,0.5245599746704102
9,8192,2,0.0018718242645263672,0.013847112655639648,0.010103940963745117,0.009850025177001953,0.5243220329284668
10,8192,2,0.00015807151794433594,0.013555765151977539,0.011759042739868164,0.017749786376953125,0.5769071578979492
1,8192,3,0.00022292137145996094,0.021551132202148438,0.021623849868774414,0.014531135559082031,1.2410829067230225
2,8192,3,0.00022292137145996094,0.022644996643066406,0.027601957321166992,0.01604294776916504,1.2619991302490234
3,8192,3,0.0002319812774658203,0.021439075469970703,0.017691850662231445,0.014863014221191406,1.231415033340454
4,8192,3,0.00022983551025390625,0.022329092025756836,0.019515037536621094,0.013696908950805664,1.1928801536560059
5,8192,3,0.00022292137145996094,0.02078104019165039,0.015491008758544922,0.019420146942138672,1.1856019496917725
6,8192,3,0.00022602081298828125,0.021175861358642578,0.0198211669921875,0.016330957412719727,1.2947108745574951
7,8192,3,0.00022792816162109375,0.022123098373413086,0.013750791549682617,0.016494035720825195,1.2532541751861572
8,8192,3,0.0002219676971435547,0.021956920623779297,0.01712203025817871,0.01497793197631836,1.2162230014801025
9,8192,3,0.000225067138671875,0.020494937896728516,0.0194551944732666,0.014969825744628906,1.1909520626068115
10,8192,3,0.00022411346435546875,0.02200794219970703,0.020980119705200195,0.016460895538330078,1.2433769702911377
1,8192,4,0.00029015541076660156,0.029541015625,0.0401768684387207,0.020182132720947266,2.173358917236328
2,8192,4,0.00029206275939941406,0.028163909912109375,0.03141307830810547,0.019583940505981445,2.279310941696167
3,8192,4,0.0002949237823486328,0.02762007713317871,0.02909398078918457,0.01978302001953125,2.2093029022216797
4,8192,4,0.00029397010803222656,0.029317855834960938,0.038230180740356445,0.02270197868347168,2.191295862197876
5,8192,4,0.0002951622009277344,0.027390003204345703,0.02519702911376953,0.021636009216308594,2.155810832977295
6,8192,4,0.0002942085266113281,0.027997970581054688,0.029762983322143555,0.020769834518432617,2.2482500076293945
7,8192,4,0.00028896331787109375,0.027415037155151367,0.03470802307128906,0.02057194709777832,2.616166114807129
8,8192,4,0.0003390312194824219,0.03158211708068848,0.04088091850280762,0.019644975662231445,2.217071056365967
9,8192,4,0.0003020763397216797,0.029325008392333984,0.08628582954406738,0.019366979598999023,2.1871771812438965
10,8192,4,0.00029087066650390625,0.030046939849853516,0.0326540470123291,0.020097970962524414,2.164189100265503
1,8192,5,0.00035500526428222656,0.03616905212402344,0.03982186317443848,0.028597116470336914,3.5588369369506836
2,8192,5,0.00035691261291503906,0.034912109375,0.04132986068725586,0.025691986083984375,3.6642050743103027
3,8192,5,0.0003638267517089844,0.03579306602478027,0.03450798988342285,0.02397298812866211,3.62221097946167
4,8192,5,0.00035500526428222656,0.03815603256225586,0.05794191360473633,0.02655315399169922,3.650033950805664
5,8192,5,0.0003571510314941406,0.03420305252075195,0.03301095962524414,0.023756027221679688,3.652521848678589
6,8192,5,0.00035691261291503906,0.042289018630981445,0.03730297088623047,0.02913808822631836,3.6320760250091553
7,8192,5,0.00035691261291503906,0.034317970275878906,0.03570818901062012,0.028479814529418945,3.531663179397583
8,8192,5,0.00035691261291503906,0.044888973236083984,0.07958698272705078,0.024533987045288086,3.6592581272125244
9,8192,5,0.0003619194030761719,0.037409067153930664,0.03824186325073242,0.028048992156982422,3.5429749488830566
10,8192,5,0.0003559589385986328,0.038285017013549805,0.03557419776916504,0.0278778076171875,3.5653061866760254
1,16384,2,0.0002989768981933594,0.029581069946289062,0.10797405242919922,0.02843499183654785,1.6142380237579346
2,16384,2,0.0002930164337158203,0.03171706199645996,0.036778926849365234,0.025332927703857422,1.669023036956787
3,16384,2,0.00028705596923828125,0.029378890991210938,0.02738213539123535,0.02728891372680664,1.5959138870239258
4,16384,2,0.00035500526428222656,0.029394149780273438,0.10662102699279785,0.024457931518554688,1.6091461181640625
5,16384,2,0.00029206275939941406,0.03037405014038086,0.027136802673339844,0.027123212814331055,1.6824228763580322
6,16384,2,0.00029087066650390625,0.029187917709350586,0.04278111457824707,0.02799701690673828,1.5448598861694336
7,16384,2,0.0002989768981933594,0.029232025146484375,0.029137849807739258,0.026545047760009766,1.6209399700164795
8,16384,2,0.00030994415283203125,0.02974104881286621,0.031330108642578125,0.026695966720581055,1.6133439540863037
9,16384,2,0.00029015541076660156,0.030241012573242188,0.03907895088195801,0.026036977767944336,1.689695119857788
10,16384,2,0.00030303001403808594,0.03215289115905762,0.0403292179107666,0.025890827178955078,1.623366117477417
1,16384,3,0.0004239082336425781,0.04372811317443848,0.03350400924682617,0.039762020111083984,3.5120818614959717
2,16384,3,0.0004241466522216797,0.047299861907958984,0.05377507209777832,0.03808403015136719,3.485642910003662
3,16384,3,0.0004298686981201172,0.04405713081359863,0.06561088562011719,0.039672136306762695,3.486485004425049
4,16384,3,0.00041794776916503906,0.045806169509887695,0.033329010009765625,0.03864288330078125,3.5275051593780518
5,16384,3,0.00043010711669921875,0.046936988830566406,0.06335306167602539,0.039549827575683594,3.5271060466766357
6,16384,3,0.0004189014434814453,0.04635500907897949,0.05003809928894043,0.0406498908996582,3.636363983154297
7,16384,3,0.00043702125549316406,0.044393062591552734,0.06955599784851074,0.039875030517578125,3.5329298973083496
8,16384,3,0.0004429817199707031,0.043589115142822266,0.0973520278930664,0.03977799415588379,3.5795109272003174
9,16384,3,0.00044989585876464844,0.04435014724731445,0.04857993125915527,0.03944110870361328,3.668576955795288
10,16384,3,0.0004210472106933594,0.044219017028808594,0.0311129093170166,0.045130014419555664,3.520236015319824
1,16384,4,0.0005509853363037109,0.06214308738708496,0.10384798049926758,0.13306784629821777,6.581072092056274
2,16384,4,0.0005710124969482422,0.06412386894226074,0.0425570011138916,0.05483293533325195,6.58968710899353
3,16384,4,0.0005629062652587891,0.06973409652709961,0.18060898780822754,0.05338692665100098,6.45625114440918
4,16384,4,0.0005481243133544922,0.059445858001708984,0.15530014038085938,0.05093193054199219,6.3609819412231445
5,16384,4,0.0005640983581542969,0.06055283546447754,0.051429033279418945,0.05179309844970703,6.489933967590332
6,16384,4,0.0005509853363037109,0.059227943420410156,0.09642291069030762,0.05450916290283203,6.497335910797119
7,16384,4,0.0005519390106201172,0.06212210655212402,0.10293388366699219,0.10444808006286621,6.446496963500977
8,16384,4,0.00055694580078125,0.06247711181640625,0.055416107177734375,0.04997897148132324,6.411245822906494
9,16384,4,0.0005600452423095703,0.05820798873901367,0.05194091796875,0.05081510543823242,6.40476393699646
10,16384,4,0.0005688667297363281,0.11589407920837402,0.0846259593963623,0.049868106842041016,6.488355875015259
1,16384,5,0.0006890296936035156,0.07460784912109375,0.08713102340698242,0.11491918563842773,10.3629469871521
2,16384,5,0.0006999969482421875,0.0747380256652832,0.07931995391845703,0.06704902648925781,10.260475158691406
3,16384,5,0.0006759166717529297,0.08269500732421875,0.14740705490112305,0.06759095191955566,10.436933040618896
4,16384,5,0.0006890296936035156,0.12651395797729492,0.18538999557495117,0.0644981861114502,10.314068794250488
5,16384,5,0.0006809234619140625,0.07346296310424805,0.08182215690612793,0.06167888641357422,10.27119493484497
6,16384,5,0.0006799697875976562,0.07539105415344238,0.08772397041320801,0.07528996467590332,10.32644510269165
7,16384,5,0.0007109642028808594,0.07574009895324707,0.15476298332214355,0.06262493133544922,10.30563497543335
8,16384,5,0.0006830692291259766,0.12524700164794922,0.15430998802185059,0.06465482711791992,10.220574140548706
9,16384,5,0.0006868839263916016,0.07525110244750977,0.07871103286743164,0.06021690368652344,10.302928924560547
10,16384,5,0.0007021427154541016,0.07176089286804199,0.08916997909545898,0.06430697441101074,10.36257815361023
1,32768,2,0.0005600452423095703,0.060192108154296875,0.07951498031616211,0.07088088989257812,4.63429594039917
2,32768,2,0.0005581378936767578,0.06181502342224121,0.07343387603759766,0.07089614868164062,4.694115877151489
3,32768,2,0.0005481243133544922,0.0650629997253418,0.16266894340515137,0.07228803634643555,4.607316017150879
4,32768,2,0.0005440711975097656,0.061537981033325195,0.05724501609802246,0.1216280460357666,4.550769090652466
5,32768,2,0.0005471706390380859,0.06370091438293457,0.1088709831237793,0.06982994079589844,4.694585084915161
6,32768,2,0.0005428791046142578,0.061576128005981445,0.1522209644317627,0.0666038990020752,4.678138017654419
7,32768,2,0.0005500316619873047,0.06610703468322754,0.06145191192626953,0.07820510864257812,4.68147087097168
8,32768,2,0.0005588531494140625,0.06237602233886719,0.17938709259033203,0.07381296157836914,4.805940866470337
9,32768,2,0.0005462169647216797,0.061769962310791016,0.10117888450622559,0.07146310806274414,4.759199857711792
10,32768,2,0.00055694580078125,0.06154608726501465,0.18395090103149414,0.07958292961120605,4.72300910949707
1,32768,3,0.0008208751678466797,0.10250520706176758,0.22562885284423828,0.10659003257751465,9.959738969802856
2,32768,3,0.0008060932159423828,0.09096908569335938,0.16945695877075195,0.1133878231048584,10.138763189315796
3,32768,3,0.0008158683776855469,0.0946660041809082,0.19921302795410156,0.10735511779785156,10.102779865264893
4,32768,3,0.000804901123046875,0.0932610034942627,0.1773989200592041,0.10452795028686523,9.901087045669556
5,32768,3,0.0008740425109863281,0.14198684692382812,0.17583918571472168,0.10767698287963867,10.102330923080444
6,32768,3,0.0008058547973632812,0.09611892700195312,0.1282820701599121,0.10577797889709473,10.099492073059082
7,32768,3,0.0008058547973632812,0.09369897842407227,0.1224219799041748,0.10715389251708984,10.068537950515747
8,32768,3,0.0008141994476318359,0.09218287467956543,0.11852312088012695,0.1027979850769043,10.103893995285034
9,32768,3,0.0008420944213867188,0.10684394836425781,0.2457139492034912,0.1081230640411377,10.09801697731018
10,32768,3,0.0008139610290527344,0.09003400802612305,0.20768094062805176,0.10593914985656738,10.097507953643799
1,32768,4,0.0010950565338134766,0.12907791137695312,0.2555379867553711,0.14356112480163574,18.033371925354004
2,32768,4,0.0011398792266845703,0.17864203453063965,0.23100900650024414,0.1959209442138672,18.091637134552002
3,32768,4,0.0010609626770019531,0.12377095222473145,0.18793010711669922,0.19758892059326172,17.991484880447388
4,32768,4,0.0011029243469238281,0.19098210334777832,0.2915980815887451,0.1911628246307373,17.881761074066162
5,32768,4,0.0010540485382080078,0.12423896789550781,0.25768208503723145,0.13797688484191895,18.13861894607544
6,32768,4,0.0010569095611572266,0.17815303802490234,0.18129396438598633,0.1886589527130127,18.030395030975342
7,32768,4,0.0010979175567626953,0.13692212104797363,0.2879059314727783,0.19074392318725586,18.077265977859497
8,32768,4,0.0010879039764404297,0.12722516059875488,0.22046685218811035,0.19228506088256836,18.030370950698853
9,32768,4,0.0011241436004638672,0.17699885368347168,0.28492307662963867,0.195173978805542,17.96835494041443
10,32768,4,0.0010809898376464844,0.12444400787353516,0.2741529941558838,0.19466900825500488,18.0784010887146
1,32768,5,0.0013959407806396484,0.21253490447998047,0.31070804595947266,0.2322540283203125,28.46395206451416
2,32768,5,0.0013270378112792969,0.16031599044799805,0.36983704566955566,0.23122382164001465,28.511820077896118
3,32768,5,0.001352071762084961,0.16013097763061523,0.26822400093078613,0.16773295402526855,28.629467010498047
4,32768,5,0.0013718605041503906,0.21621394157409668,0.26548218727111816,0.22942185401916504,28.740478992462158
5,32768,5,0.0013518333435058594,0.15592503547668457,0.22858095169067383,0.23045897483825684,28.511614084243774
6,32768,5,0.001354217529296875,0.20894384384155273,0.3503530025482178,0.22775697708129883,28.356677055358887
7,32768,5,0.001316070556640625,0.15710806846618652,0.3407769203186035,0.17004895210266113,28.529303073883057
8,32768,5,0.0013208389282226562,0.15711212158203125,0.38379502296447754,0.22667193412780762,28.34377694129944
9,32768,5,0.0013251304626464844,0.1542189121246338,0.306257963180542,0.2359781265258789,28.428669929504395
10,32768,5,0.0013439655303955078,0.2169020175933838,0.3453819751739502,0.22624707221984863,28.533204078674316
1,65536,2,0.0011031627655029297,0.1898348331451416,0.277508020401001,0.2764699459075928,16.220593214035034
2,65536,2,0.0011110305786132812,0.13113188743591309,0.332064151763916,0.252471923828125,16.622123956680298
3,65536,2,0.001062154769897461,0.1320199966430664,0.29905104637145996,0.26030492782592773,16.540961027145386
4,65536,2,0.0010831356048583984,0.1389789581298828,0.3470730781555176,0.2661879062652588,16.433892965316772
5,65536,2,0.0010890960693359375,0.1376340389251709,0.3865189552307129,0.2618269920349121,16.59504008293152
6,65536,2,0.0011620521545410156,0.20153403282165527,0.17243289947509766,0.26332592964172363,16.31895112991333
7,65536,2,0.001107931137084961,0.1368870735168457,0.39643383026123047,0.26208996772766113,16.397576093673706
8,65536,2,0.001129150390625,0.14164400100708008,0.3339700698852539,0.25862884521484375,16.222344160079956
9,65536,2,0.0011031627655029297,0.1311647891998291,0.48666906356811523,0.2542741298675537,16.468515872955322
10,65536,2,0.0010890960693359375,0.13871288299560547,0.3385181427001953,0.26840686798095703,16.61287021636963
1,65536,3,0.0015871524810791016,0.25871801376342773,0.6274378299713135,0.35973310470581055,32.61043405532837
2,65536,3,0.001695871353149414,0.20173907279968262,0.3960099220275879,0.3927779197692871,32.737879037857056
3,65536,3,0.0015940666198730469,0.19712400436401367,0.588935136795044,0.37486791610717773,32.98207712173462
4,65536,3,0.0015981197357177734,0.19703197479248047,0.6459391117095947,0.38373589515686035,32.528428077697754
5,65536,3,0.0015938282012939453,0.20903921127319336,0.18114280700683594,0.37951016426086426,32.643563985824585
6,65536,3,0.0017070770263671875,0.20934700965881348,0.571295976638794,0.37792205810546875,32.68226599693298
7,65536,3,0.00167083740234375,0.25550103187561035,0.3604300022125244,0.3655860424041748,32.967324018478394
8,65536,3,0.0016179084777832031,0.20152497291564941,0.505734920501709,0.36486101150512695,32.67035508155823
9,65536,3,0.001592874526977539,0.19700312614440918,0.5613160133361816,0.361738920211792,32.79804301261902
10,65536,3,0.0015881061553955078,0.20907187461853027,0.5784211158752441,0.3687448501586914,32.54846000671387
1,65536,4,0.002086162567138672,0.2705800533294678,0.6605298519134521,0.4712691307067871,55.780953884124756
