q,tau,r,gamma,delta,Delta,beta,s,S,xi
0.7679815889274254,1.0,1.0,4.536191414297107,1.0,1508.0,1.3196566534686154,2.0,16944.0,0.356
0.23514634857865224,0.5,0.25,3.3169220343978125,1.0,501.0,2.709496569124739,1.0,1382.0,0.37
0.6539820427214676,0.775,0.35,2.7268492296318714,1.0,6014.0,1.5973251004334288,1.0,10991.0,0.489
